Sexo,Edad,Colegio,Ciudad/Cantón,Tiempo libre,Uso de equipos para ver contenido audiovisual,Importancia propia,Compras,Importancia de relaciones sociales,Cratividad ,Vida diaria en redes sociales,R Social mas usada,Por qué la preferencai ,Dispositivo E usado,Info (de que manera buscas),Marca o nombre que se te venga a la cabeza (Video),Marca o nombre que se te venga a la cabeza (musica),Marca o nombre que se te venga a la cabeza (informarte),Marca o nombre que se te venga a la cabeza (entretenimiento),Edad (1 dispositivo electronico),Palabra trabajo ,Al terminar el colegio ,Tener primer trabajo ,Prefeririras ser ,Permanencia en primer trabajo,Aspiraciones salariales,Incentivo de producto (Exclusivo),Incentivo de producto (Reciclado),Incentivo de producto (Aporte al medio ambiente),Incentivo de producto (personalizado),Incentivo de producto (Económico),Pensamiento (A-D),Vinculas éxito personal,Cuanto gastas en un antojo ,Mencion en tus redes sociales ,Puedes llegar a un publico especifico en una red social ,Acpertar difundir contenido en una RS,Demostracion de un producto en publico ,"Informacion de los influencers, piensas:","Toma de decisión, consideras a los influencers ",Que contenido prefieres ver en influencers ,Influencers nacionales,Influencers Nacionales ,Influencers internacionales ,Influencers Internacionales ,Cómo te ves en 10 años ,Estas de acuerdo con: Aborto ,Matrimonio igualitario,Eutanasia,La pena de muerte ,Donación de órganos ,El matrimonio para toda la vida ,La enseñanza religiosa en las escuelas 
Femenino,16,ipac,Samborondon,internet,Televisón,Estado físico,Total acuerdo,Total acuerdo,10,Imprescindibles ,Facebook,Privacidad,Celular ,Redes Sociales,Youtube ,Youtube ,Twitter,Instagram ,10,Estatus y poder,Ambas,de 1 a 2 años despues de haberme graduado,Un empleado en empresa multinacional ,Más de 2 años,Más de $550,3,2,4,5,1,Es importante pero hay que pensar también en el presente,A logros académicos ,$10.01 - $20,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,importante,comida ,maria paulina escobar,,mis pastelitos ,rawana,con una familia establecida,imparcial,imparcial,imparcial,imparcial,imparcial,imparcial,Imparcial
Femenino,14,ipac,Samborondon,internet,Televisón,Conocimientos,Acuerdo,Indiferente,7,Necesarias,Instagram ,Facilidad de uso,Celular ,Buscador,Youtube ,Youtube ,Facebook,Facebook,10,Libertad,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en empresa multinacional ,De un año a año y medio ,De $451 a $550,2,3,4,5,1,Es muy importante ahorrar,A logros personales ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,muy importante ,Tecnología,,,,,viajando por el mundo,poco de acuerdo,imparcial,de acuerdo,imparcial,imparcial,de acuerdo,De acuerdo
Femenino,15,ipac,Samborondon,internet,Televisón,Apariencia física,Acuerdo,Acuerdo,7,Necesarias,Instagram ,Distracción,Celular ,Video,Youtube ,Spotify,Twitter,Instagram ,11,Vocación ,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en empresa multinacional ,Menos de 6 meses ,De $451 a $550,2,5,4,3,1,Es importante pero hay que pensar también en el presente,A logros académicos ,$10.01 - $20,Probablemente no ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,Tecnología,,,,,trabajando para ser un buen profesional,poco de acuerdo,imparcial,de acuerdo,imparcial,de acuerdo,Muy de acuerdo ,Imparcial
Masculino,14,Aleman Humboldt,Samborondon,Lectura,Tablet,Salud mental,Total desacuerdo,Indiferente,7,Necesarias,Snapchat,Facilidad de uso,Celular ,Video,cuevana,Spotify,Twitter,Netflix ,7,Libertad,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,Más de $550,5,2,1,4,3,Es muy importante ahorrar,Al factor económico ,$1 - $5,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Poco importante ,deporte,,,messi,cristiano r,con una familia establecida,no estoy de acuerdo ,no estoy de acuerdo ,imparcial,de acuerdo,de acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,16,ipac,Samborondon,Cine,Celular,Estado físico,Total acuerdo,Acuerdo,6,Muy necesarias ,Instagram ,Facilidad de uso,Laptop,Buscador,Youtube ,Spotify,Google,Youtube ,9,Libertad,Ninguna ,Al pasar más de 3 años de haberme graduado,Un emprendedor ,De 6 meses a un año ,Menos que el salario básico unificado ,1,3,5,4,2,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Seguro que sí,Si ,No estaría dispuesto,No lo haría,Poco creíble,Poco importante ,ninguna ,,,,,ninguna ,muy de acuerdo,Muy de acuerdo,de acuerdo,imparcial,imparcial,de acuerdo,Muy de acuerdo 
Femenino,12,ipac,Guayaquil ,RR.SS.,Computadora,Apariencia física,Total acuerdo,Total acuerdo,3,Necesarias,Instagram ,Facilidad de uso,Laptop,Redes Sociales,Youtube ,Spotify,Wikipedia,Netflix ,9,Libertad,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un emprendedor ,Menos de 6 meses ,Más de $550,3,4,1,2,5,Es muy importante ahorrar,Al reconocimiento social ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,moda,flaca guerrero,,pautips,sheryl rubio,trabajando para ser un buen profesional,imparcial,imparcial,imparcial,imparcial,imparcial,imparcial,Imparcial
Masculino,14,ipac,daule,RR.SS.,Celular,Apariencia física,Total acuerdo,Acuerdo,5,Necesarias,Facebook,Privacidad,Celular ,Buscador,Youtube ,radio,Google,Netflix ,8,Libertad,Solo estudiar ,De 2 a 3 años después de haberme graduado,Un emprendedor ,Menos de 6 meses ,El total del salario basico ,4,3,5,1,2,Es muy importante ahorrar,A logros académicos ,$1 - $5,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,Tecnología,,,,,haciendo estudios de posgrado,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,imparcial,imparcial,poco de acuerdo,Muy de acuerdo 
Femenino,15,ipac,daule,internet,Celular,Estado físico,Indiferente,Indiferente,4,Imprescindibles ,Instagram ,Popularidad,Celular ,Video,Youtube ,Apple music,Google,Facebook,9,Libertad,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa local,De un año a año y medio ,De $451 a $550,4,2,3,5,1,Es muy importante ahorrar,A logros académicos ,$10.01 - $20,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,moda,,,yuya,,trabajando para ser un buen profesional,imparcial,imparcial,imparcial,de acuerdo,de acuerdo,imparcial,Muy de acuerdo 
Masculino,15,ipac,Samborondon,Lectura,Celular,Apariencia física,Acuerdo,Acuerdo,4,Imprescindibles ,Snapchat,Privacidad,Celular ,Video,Youtube ,Apple music,Twitter,Youtube ,8,Libertad,Solo trabajar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Menos de 6 meses ,Menos que el salario básico unificado ,1,5,2,4,3,Es muy importante ahorrar,Al reconocimiento social ,$5.01 - $10 ,Seguro que sí,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Poco creíble,Poco importante ,ninguna ,,,,,haciendo estudios de posgrado,imparcial,de acuerdo,de acuerdo,imparcial,imparcial,Muy de acuerdo ,Muy de acuerdo 
Femenino,14,ipac,Guayaquil ,Ejercicios,Televisón,Estado físico,Indiferente,Total acuerdo,5,Imprescindibles ,Snapchat,Facilidad de uso,Ipad/tablet,Buscador,Youtube ,radio,Twitter,Netflix ,13,Dinero,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,2,5,1,3,4,Es muy importante ahorrar,Al reconocimiento social ,$10.01 - $20,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,moda,guayaco batraceo,,humor latino,,con una familia establecida,no estoy de acuerdo ,poco de acuerdo,poco de acuerdo,imparcial,imparcial,imparcial,De acuerdo
Femenino,17,ipac,Guayaquil ,Lectura,Televisón,Conocimientos,Total acuerdo,Total acuerdo,10,Muy necesarias ,Instagram ,Privacidad,smart tv,Bibliotecas virtuales / repositorios,apple music,Apple music,Twitter,Netflix ,16,Dinero,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un empleado en empresa multinacional ,Más de 2 años,De $451 a $550,1,3,4,2,5,Es muy importante ahorrar,A logros académicos ,$20.01 - $30,Probablemente no ,No ,No estaría dispuesto,No lo haría,Poco creíble,Poco importante ,comida ,constanza baez,,cinnamon style,mariale,ninguna ,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Masculino,12,ipac,Guayaquil ,Ejercicios,Televisón,Apariencia física,Desacuerdo,Indiferente,2,Poco necesarias,Facebook,Distracción,Celular ,Redes Sociales,Youtube ,Spotify,Wikipedia,nintendo,9,Libertad,Solo trabajar ,De 6 meses a un año de haberme graduado ,Un empleado en una empresa familiar,De 6 meses a un año ,De $386 a $450,5,2,3,4,1,Es importante pero hay que pensar también en el presente,Al factor económico ,$5.01 - $10 ,Probablemente no ,No ,No estaría dispuesto,No lo haría,Es verdad,Poco importante ,deporte,genio demente,guayaco batraceo,messi,,trabajando para ser un buen profesional,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,imparcial,de acuerdo,de acuerdo,Muy de acuerdo 
Masculino,17,ipac,Samborondon,Cine,Televisón,Apariencia física,Total acuerdo,Total acuerdo,8,Necesarias,Instagram ,Popularidad,Laptop,Redes Sociales,Youtube ,Youtube ,Youtube ,Youtube ,11,Libertad,Solo estudiar ,Al pasar más de 3 años de haberme graduado,Un empleado en una empresa familiar,Más de 2 años,Más de $550,4,5,3,2,1,Es importante pero hay que pensar también en el presente,Al reconocimiento social ,$1 - $5,Probablemente no ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Poco creíble,importante,Tecnología,efrain ruales,,luisito comunica,,viajando por el mundo,de acuerdo,de acuerdo,de acuerdo,de acuerdo,de acuerdo,de acuerdo,De acuerdo
Masculino,14,ipac,Samborondon,RR.SS.,Celular,Habilidades,Indiferente,Acuerdo,8,Muy necesarias ,Twitter,Popularidad,Celular ,Video,Youtube ,Youtube ,Twitter,Instagram ,11,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un empleado en empresa multinacional ,Menos de 6 meses ,De $451 a $550,2,4,3,5,1,Es muy importante ahorrar,Al factor económico ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,Tecnología,genio demente,,,,haciendo estudios de posgrado,poco de acuerdo,de acuerdo,imparcial,de acuerdo,de acuerdo,de acuerdo,De acuerdo
Femenino,12,ipac,Guayaquil ,Televisión,Televisón,Actitud,Indiferente,Acuerdo,8,Muy necesarias ,Twitter,Privacidad,Laptop,Video,Instagram,Youtube ,Youtube ,Instagram ,10,Libertad,Solo trabajar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,Más de $550,5,2,4,3,1,Es muy importante ahorrar,Al factor económico ,$1 - $5,Seguro que no ,No ,No estaría dispuesto,No lo haría,Nada creíble  ,nada importante,ninguna ,,,,,ninguna ,muy de acuerdo,Muy de acuerdo,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Femenino,14,ipac,Samborondon,internet,Computadora,Apariencia física,Indiferente,Indiferente,5,Poco necesarias,Snapchat,Privacidad,Laptop,Buscador,Youtube ,Spotify,Google,Netflix ,8,Dinero,Solo trabajar ,Apenas esté graduado/a del colegio,Un emprendedor ,Menos de 6 meses ,Más de $550,1,3,2,5,4,Es importante pero hay que pensar también en el presente,Al reconocimiento social ,$1 - $5,Probablemente no ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,muy importante ,moda,,,sascha fitness,mariale,viajando por el mundo,imparcial,de acuerdo,imparcial,de acuerdo,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Masculino,12,ipac,Guayaquil ,internet,Celular,Apariencia física,Indiferente,Total acuerdo,1,Necesarias,Instagram ,Popularidad,Celular ,Video,Youtube ,Spotify,Google,Netflix ,11,Libertad,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en una empresa familiar,Menos de 6 meses ,De $451 a $550,1,3,4,5,2,Es muy importante ahorrar,Al factor económico ,$5.01 - $10 ,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,viajes,,,,,trabajando para ser un buen profesional,poco de acuerdo,de acuerdo,de acuerdo,de acuerdo,de acuerdo,Muy de acuerdo ,De acuerdo
Masculino,14,ipac,Samborondon,internet,Celular,Actitud,Acuerdo,Acuerdo,9,Muy necesarias ,Instagram ,Popularidad,Celular ,Video,Youtube ,Spotify,Noticias ,Netflix ,11,Obligación ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Menos de 6 meses ,De $451 a $550,1,3,5,4,2,Es muy importante ahorrar,A logros académicos ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Es verdad,muy importante ,moda,,,,,viajando por el mundo,de acuerdo,imparcial,de acuerdo,Muy de acuerdo ,imparcial,imparcial,Imparcial
Femenino,15,ipac,Samborondon,internet,Celular,Habilidades,Indiferente,Acuerdo,7,Muy necesarias ,Instagram ,Distracción,Celular ,Video,Youtube ,Youtube ,Youtube ,Youtube ,11,Estatus y poder,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,Menos de 6 meses ,De $451 a $550,2,5,3,4,1,Es muy importante ahorrar,A logros académicos ,$20.01 - $30,Probablemente no ,No ,No estaría dispuesto,No lo haría,Lo tomas en consideración ,Poco importante ,deporte,guayaco batraceo,,,,viajando por el mundo,poco de acuerdo,de acuerdo,de acuerdo,imparcial,Muy de acuerdo ,Muy de acuerdo ,Imparcial
Masculino,16,Juan Bosco,Duran,internet,Celular,Actitud,Acuerdo,Desacuerdo ,3,Necesarias,Instagram ,Popularidad,Celular ,Buscador,Youtube ,Spotify,Google,Instagram ,13,Desarrollo de conocimiento ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De año y medio a 2 años ,El total del salario basico ,3,4,1,2,5,Es muy importante ahorrar,Al reconocimiento social ,$10.01 - $20,Seguro que sí,No ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Poco creíble,Poco importante ,moda ,Geniodemente,Enchufe Tv,Yuya ,Luisito Comunica ,trabajando para ser un buen profesional,No estoy de acuerdo ,Poco de acuerdo ,Imparcial ,De acuerdo,De acuerdo,Imparcial ,No estoy de acuerdo 
Masculino,16,Juan Bosco,Duran,internet,Celular,Estado físico,Acuerdo,Acuerdo,8,Necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Youtube ,Google,Youtube ,12,Dinero,Ambas,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,2,4,3,1,1,Es muy importante ahorrar,Al factor económico ,$1 - $5,Seguro que sí,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Tecnología,Anthony Swag ,Los Trix ,Luisito Comunica ,Cracks,viajando por el mundo ,Imparcial ,De acuerdo,Imparcial ,Muy de acuerdo ,Muy de acuerdo ,Imparcial ,No estoy de acuerdo 
Masculino,17,Juan Bosco,Duran,Televisión,Televisón,Estado físico,Indiferente,Total acuerdo,8,Imprescindibles ,Instagram ,Popularidad,Celular ,Video,Youtube ,Spotify,Google,Youtube ,13,Vocación ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,Menos de 6 meses ,Menos que el salario básico unificado ,2,4,5,3,1,Es muy importante ahorrar,Al factor económico ,$5.01 - $10 ,Seguro que sí,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Lo tomas en consideración ,Poco importante ,deporte ,Felipe Crespo ,Geniodemente,Luisito Comunica ,Alex Mirton,trabajando para ser un buen profesional,Imparcial ,De acuerdo,Imparcial ,Imparcial ,De acuerdo,De acuerdo,De acuerdo
Femenino,18,Juan Bosco,Duran,RR.SS.,Televisón,Actitud,Desacuerdo,Acuerdo,7,Poco necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Youtube ,Google,Facebook,10,Dinero,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,De $451 a $550,5,4,3,2,1,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Probablemente si ,Si ,Tal vez por algo extra (Dinero),No lo haría,Lo tomas en consideración ,importante,moda ,Los Trix ,Jose Gabriel ,German,Luisito Comunica ,trabajando para ser un buen profesional,Poco de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,Imparcial ,De acuerdo,Muy de acuerdo ,No estoy de acuerdo 
Femenino,17,Juan Bosco,Duran,internet,Televisón,Habilidades,Acuerdo,Acuerdo,8,Muy necesarias ,Instagram ,Distracción,Celular ,Enciclopedias Virtuales,Youtube ,Spotify,Instagram ,Netflix ,7,Dinero,Ambas,Apenas esté graduado/a del colegio,Un empleado en una empresa local,De un año a año y medio ,El total del salario basico ,5,3,2,1,4,Es muy importante ahorrar,A logros académicos ,$10.01 - $20,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y mostrar la imagen personal,Lo tomas en consideración ,importante,comida,Felipe Crespo ,sofia caiche,Yuya ,Luisito Comunica ,haciendo estudios de posgrado ,No estoy de acuerdo ,Imparcial ,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,Muy de acuerdo ,De acuerdo
Femenino,17,Juan Bosco,Duran,RR.SS.,Celular,Actitud,Indiferente,Total acuerdo,8,Poco necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Youtube ,Youtube ,Youtube ,12,Desarrollo de conocimiento ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,De $451 a $550,1,2,3,4,5,Es muy importante ahorrar,A logros académicos ,$10.01 - $20,Seguro que sí,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Poco creíble,importante,moda ,Enfrain Ruales,Felipe Crespo ,Luisito Comunica ,Juan de Dios Pantoja,trabajando para ser un buen profesional,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,De acuerdo
Masculino,16,Juan Bosco,Duran,RR.SS.,Celular,Estado físico,Indiferente,Total acuerdo,8,Necesarias,Facebook,Privacidad,Laptop,Enciclopedias Virtuales,Youtube ,Youtube ,Google,Facebook,12,Vocación ,Ambas,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De año y medio a 2 años ,Más de $550,3,2,1,5,4,Es importante pero hay que pensar también en el presente,A logros académicos ,$5.01 - $10 ,Probablemente no ,Si ,Puede ser a cambio de un producto ,Por el producto y mostrar la imagen personal,Es verdad,Poco importante ,deporte ,Abdala ,Anthony Swag ,Ivan Tapia ,Alex Mirton,trabajando para ser un buen profesional,Imparcial ,Imparcial ,No estoy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,De acuerdo
Masculino,17,Juan Bosco,Duran,internet,Televisón,Estado físico,Indiferente,Indiferente,8,Necesarias,Facebook,Distracción,Ipad/tablet,Video,Google ,Youtube ,Google,Netflix ,15,Dinero,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,Más de $550,3,2,4,1,5,Es muy importante ahorrar,A logros personales ,$5.01 - $10 ,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Tecnología,Felipe Crespo ,Logan y Logan ,Luisito Comunica ,German,viajando por el mundo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Imparcial
Femenino,18,Juan Bosco,Duran,Ejercicios,Celular,Conocimientos,Acuerdo,Acuerdo,8,Necesarias,Instagram ,Distracción,Celular ,Buscador,Youtube ,Spotify,Noticias ,Google,11,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,De $386 a $450,2,5,4,3,1,Es muy importante ahorrar,A logros personales ,$1 - $5,Probablemente si ,Si ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Lo tomas en consideración ,importante,moda ,Geniodemente,Quecomersambo,Aimee Sang,Chai Ferragni,haciendo estudios de posgrado ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,Imparcial ,De acuerdo,De acuerdo
Masculino,18,Juan Bosco,Duran,Otros ,Celular,Conocimientos,Indiferente,Total acuerdo,10,Muy necesarias ,Instagram ,Popularidad,Celular ,Redes Sociales,Youtube ,Spotify,Twitter,Facebook,7,Otra palabra,Ninguna ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,Más de $550,1,4,5,1,3,Es muy importante ahorrar,Al factor económico ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Lo tomas en consideración ,muy importante ,moda ,Geniodemente,Anthony Swag ,Luisito Comunica ,Alex Mirton,ninguna ,Muy de acuerdo ,No estoy de acuerdo ,Imparcial ,De acuerdo,Muy de acuerdo ,Muy de acuerdo ,Imparcial
Masculino,17,Juan Bosco,Duran,internet,Computadora,Conocimientos,Acuerdo,Indiferente,6,Necesarias,Twitter,Distracción,Laptop,Enciclopedias Virtuales,Youtube ,Youtube ,Noticias ,Youtube ,13,Desarrollo de conocimiento ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,2,2,3,4,1,Es muy importante ahorrar,Al reconocimiento social ,$5.01 - $10 ,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Poco creíble,Poco importante ,Tecnología,Samara montero ,Enfrain Ruales,Kimberly Loaiza ,Aimee Sang,trabajando para ser un buen profesional,Poco de acuerdo ,Poco de acuerdo ,Imparcial ,Imparcial ,Imparcial ,Muy de acuerdo ,De acuerdo
